Identity_Type	Identifier
DiseaseOrPhenotypicFeature	D003807
DiseaseOrPhenotypicFeature	D003731
ChemicalEntity	C063994
ChemicalEntity	C519480
OrganismTaxon	1309
GeneOrGeneProduct	853708
ChemicalEntity	C002887
ChemicalEntity	C016240
ChemicalEntity	C112765
CellLine	CVCL_0556
OrganismTaxon	10245
CellLine	CVCL_M085
CellLine	CVCL_0134
CellLine	CVCL_0042
GeneOrGeneProduct	4306
ChemicalEntity	C039614
OrganismTaxon	51240
ChemicalEntity	D010455
DiseaseOrPhenotypicFeature	D050723
DiseaseOrPhenotypicFeature	D000071576
ChemicalEntity	D000077594
GeneOrGeneProduct	3604
GeneOrGeneProduct	3684
DiseaseOrPhenotypicFeature	D013280
DiseaseOrPhenotypicFeature	D013281
ChemicalEntity	D011140
ChemicalEntity	D012715
GeneOrGeneProduct	2004
GeneOrGeneProduct	659
GeneOrGeneProduct	9247
DiseaseOrPhenotypicFeature	D006996
DiseaseOrPhenotypicFeature	D013746
DiseaseOrPhenotypicFeature	D006987
DiseaseOrPhenotypicFeature	D053565
SequenceVariant	p|FS|D|246|E|25
DiseaseOrPhenotypicFeature	D054559
ChemicalEntity	D019379
SequenceVariant	c|INS|10876558_10877139|T
DiseaseOrPhenotypicFeature	D002534
DiseaseOrPhenotypicFeature	D016464
ChemicalEntity	D000241
GeneOrGeneProduct	4605
GeneOrGeneProduct	2355
GeneOrGeneProduct	301
GeneOrGeneProduct	2357
GeneOrGeneProduct	2359
DiseaseOrPhenotypicFeature	D000077274
DiseaseOrPhenotypicFeature	D020031
GeneOrGeneProduct	7852
DiseaseOrPhenotypicFeature	D009302
GeneOrGeneProduct	6716
ChemicalEntity	D018120
ChemicalEntity	D013196
DiseaseOrPhenotypicFeature	C536415
ChemicalEntity	D000068538
DiseaseOrPhenotypicFeature	D011470
ChemicalEntity	D008278
ChemicalEntity	D005907
ChemicalEntity	D000073738
DiseaseOrPhenotypicFeature	D000072657
ChemicalEntity	D019327
ChemicalEntity	D010396
GeneOrGeneProduct	79131
GeneOrGeneProduct	25105
ChemicalEntity	D004801
GeneOrGeneProduct	24451
DiseaseOrPhenotypicFeature	D006527
ChemicalEntity	D017886
ChemicalEntity	C031462
ChemicalEntity	D014025
ChemicalEntity	C005948
ChemicalEntity	C489443
SequenceVariant	rs104893875
DiseaseOrPhenotypicFeature	D019578
DiseaseOrPhenotypicFeature	D020271
GeneOrGeneProduct	20617
DiseaseOrPhenotypicFeature	D006406
DiseaseOrPhenotypicFeature	C537863
ChemicalEntity	C462182
GeneOrGeneProduct	6821
DiseaseOrPhenotypicFeature	C538141
DiseaseOrPhenotypicFeature	C536184
DiseaseOrPhenotypicFeature	D020739
SequenceVariant	rs780917238
SequenceVariant	rs747461754
SequenceVariant	p|SUB|Y|400|
ChemicalEntity	D013447
ChemicalEntity	C011119
DiseaseOrPhenotypicFeature	C567172
GeneOrGeneProduct	12305
GeneOrGeneProduct	22174
DiseaseOrPhenotypicFeature	D004392
CellLine	CVCL_W461
CellLine	CVCL_0409
GeneOrGeneProduct	12393
GeneOrGeneProduct	12097
GeneOrGeneProduct	170574
GeneOrGeneProduct	56717
GeneOrGeneProduct	66734
GeneOrGeneProduct	56208
GeneOrGeneProduct	14308
DiseaseOrPhenotypicFeature	D018205
ChemicalEntity	C038399
CellLine	CVCL_0468
GeneOrGeneProduct	17874
GeneOrGeneProduct	22433
GeneOrGeneProduct	8626
GeneOrGeneProduct	5552
GeneOrGeneProduct	10542
GeneOrGeneProduct	407010
GeneOrGeneProduct	5806
GeneOrGeneProduct	3557
DiseaseOrPhenotypicFeature	D012769
ChemicalEntity	C011442
ChemicalEntity	D018130
ChemicalEntity	D009354
DiseaseOrPhenotypicFeature	D009404
GeneOrGeneProduct	22166
GeneOrGeneProduct	56551
GeneOrGeneProduct	26408
DiseaseOrPhenotypicFeature	D014523
SequenceVariant	p|SUB|E|285|K
DiseaseOrPhenotypicFeature	C538052
DiseaseOrPhenotypicFeature	D044903
DiseaseOrPhenotypicFeature	D006946
DiseaseOrPhenotypicFeature	D007340
ChemicalEntity	C000610982
ChemicalEntity	D003981
GeneOrGeneProduct	300160
GeneOrGeneProduct	50993
GeneOrGeneProduct	25530
SequenceVariant	rs34637584
ChemicalEntity	C000709230
SequenceVariant	rs104893877
GeneOrGeneProduct	29219
ChemicalEntity	D003911
OrganismTaxon	103236
OrganismTaxon	137591
CellLine	CVCL_1097
CellLine	CVCL_A6KV
ChemicalEntity	D003042
ChemicalEntity	C011786
ChemicalEntity	D011136
ChemicalEntity	D014443
ChemicalEntity	C008671
GeneOrGeneProduct	3953
DiseaseOrPhenotypicFeature	D000081029
GeneOrGeneProduct	3417
GeneOrGeneProduct	3418
GeneOrGeneProduct	54790
DiseaseOrPhenotypicFeature	D002472
GeneOrGeneProduct	53314
GeneOrGeneProduct	16364
GeneOrGeneProduct	16476
GeneOrGeneProduct	252838
GeneOrGeneProduct	10135
DiseaseOrPhenotypicFeature	D004715
GeneOrGeneProduct	4311
DiseaseOrPhenotypicFeature	D009214
GeneOrGeneProduct	5591
GeneOrGeneProduct	3014
ChemicalEntity	C545685
DiseaseOrPhenotypicFeature	D029503
DiseaseOrPhenotypicFeature	D012770
DiseaseOrPhenotypicFeature	D019588
DiseaseOrPhenotypicFeature	C535922
DiseaseOrPhenotypicFeature	D008268
DiseaseOrPhenotypicFeature	D015352
GeneOrGeneProduct	69179
DiseaseOrPhenotypicFeature	D058625
DiseaseOrPhenotypicFeature	D054990
ChemicalEntity	D001761
DiseaseOrPhenotypicFeature	C535847
GeneOrGeneProduct	407008
GeneOrGeneProduct	10253
GeneOrGeneProduct	407004
DiseaseOrPhenotypicFeature	C535881
DiseaseOrPhenotypicFeature	C536503
SequenceVariant	c|SUB|G|1250|T
GeneOrGeneProduct	10683
SequenceVariant	rs763598218
GeneOrGeneProduct	2317
ChemicalEntity	C000631425
GeneOrGeneProduct	7518
GeneOrGeneProduct	3981
DiseaseOrPhenotypicFeature	D006938
DiseaseOrPhenotypicFeature	D000082862
ChemicalEntity	D018943
ChemicalEntity	D043823
GeneOrGeneProduct	5241
GeneOrGeneProduct	2099
ChemicalEntity	C042899
SequenceVariant	c|SUB|C|-936|C
ChemicalEntity	C049037
DiseaseOrPhenotypicFeature	D012080
ChemicalEntity	C033638
DiseaseOrPhenotypicFeature	C567652
DiseaseOrPhenotypicFeature	D003251
DiseaseOrPhenotypicFeature	D012421
DiseaseOrPhenotypicFeature	D015792
GeneOrGeneProduct	1441
GeneOrGeneProduct	1050
DiseaseOrPhenotypicFeature	C536227
ChemicalEntity	C013638
DiseaseOrPhenotypicFeature	D005831
DiseaseOrPhenotypicFeature	D002828
ChemicalEntity	D006371
GeneOrGeneProduct	29244
GeneOrGeneProduct	26962
GeneOrGeneProduct	24651
GeneOrGeneProduct	29253
SequenceVariant	rs713041
GeneOrGeneProduct	2879
SequenceVariant	rs173041
GeneOrGeneProduct	51299
GeneOrGeneProduct	7015
SequenceVariant	rs746764985
SequenceVariant	rs121913483
SequenceVariant	p|Allele|I|0
GeneOrGeneProduct	43740570
GeneOrGeneProduct	3107
SequenceVariant	p|SUB|T|55|S
SequenceVariant	p|SUB|V|56|F
SequenceVariant	p|SUB|E|69|R
SequenceVariant	c|DEL|70|G
GeneOrGeneProduct	23621
GeneOrGeneProduct	5663
GeneOrGeneProduct	274
GeneOrGeneProduct	54209
GeneOrGeneProduct	818
DiseaseOrPhenotypicFeature	D017484
ChemicalEntity	D011166
DiseaseOrPhenotypicFeature	D002418
GeneOrGeneProduct	504954
GeneOrGeneProduct	505283
GeneOrGeneProduct	512272
GeneOrGeneProduct	286877
GeneOrGeneProduct	510324
GeneOrGeneProduct	524279
GeneOrGeneProduct	504531
SequenceVariant	c|SUB|C|870|A
SequenceVariant	p|SUB|D|290|E
SequenceVariant	c|SUB|C|987|A
SequenceVariant	rs774630166
GeneOrGeneProduct	2521
GeneOrGeneProduct	3842
GeneOrGeneProduct	7214
DiseaseOrPhenotypicFeature	C531617
GeneOrGeneProduct	24778
ChemicalEntity	C098340
ChemicalEntity	D003571
GeneOrGeneProduct	24398
OrganismTaxon	1912656
CellLine	CVCL_1511
OrganismTaxon	172611
ChemicalEntity	D000362
GeneOrGeneProduct	196
ChemicalEntity	D001564
GeneOrGeneProduct	23308
GeneOrGeneProduct	8995
GeneOrGeneProduct	18128
DiseaseOrPhenotypicFeature	D006976
GeneOrGeneProduct	54567
DiseaseOrPhenotypicFeature	D005955
GeneOrGeneProduct	3898
GeneOrGeneProduct	10331
DiseaseOrPhenotypicFeature	D012878
DiseaseOrPhenotypicFeature	D064806
DiseaseOrPhenotypicFeature	D006073
DiseaseOrPhenotypicFeature	D012216
DiseaseOrPhenotypicFeature	D007669
DiseaseOrPhenotypicFeature	D011595
DiseaseOrPhenotypicFeature	D001714
GeneOrGeneProduct	24241
DiseaseOrPhenotypicFeature	D016750
CellLine	CVCL_B056
GeneOrGeneProduct	4133
GeneOrGeneProduct	6857
GeneOrGeneProduct	1644
GeneOrGeneProduct	6531
GeneOrGeneProduct	1139
GeneOrGeneProduct	5196
ChemicalEntity	D000109
DiseaseOrPhenotypicFeature	D001791
GeneOrGeneProduct	1137
GeneOrGeneProduct	66136
GeneOrGeneProduct	11881
GeneOrGeneProduct	21961
GeneOrGeneProduct	240255
ChemicalEntity	C018258
OrganismTaxon	357929
ChemicalEntity	C030737
ChemicalEntity	C528884
ChemicalEntity	D008787
ChemicalEntity	C038694
DiseaseOrPhenotypicFeature	D008944
DiseaseOrPhenotypicFeature	D016778
ChemicalEntity	C027493
ChemicalEntity	C031327
SequenceVariant	p|SUB|G|533|S
SequenceVariant	p|SUB|C|580|Y
SequenceVariant	p|SUB|G|538|V
SequenceVariant	p|SUB|F|145|I
ChemicalEntity	D014527
DiseaseOrPhenotypicFeature	D006944
ChemicalEntity	D006220
ChemicalEntity	D002998
ChemicalEntity	C005013
ChemicalEntity	C009244
ChemicalEntity	D017632
ChemicalEntity	C046240
ChemicalEntity	C096277
ChemicalEntity	C037219
GeneOrGeneProduct	11669
GeneOrGeneProduct	10891
ChemicalEntity	C030272
GeneOrGeneProduct	3297
GeneOrGeneProduct	6850
GeneOrGeneProduct	83433
DiseaseOrPhenotypicFeature	D003922
DiseaseOrPhenotypicFeature	D003924
DiseaseOrPhenotypicFeature	D011236
GeneOrGeneProduct	18595
CellLine	CVCL_0433
GeneOrGeneProduct	83433
GeneOrGeneProduct	22177
GeneOrGeneProduct	54209
GeneOrGeneProduct	83433
GeneOrGeneProduct	22177
GeneOrGeneProduct	7305
GeneOrGeneProduct	12978
GeneOrGeneProduct	1436
GeneOrGeneProduct	51129
GeneOrGeneProduct	15251
GeneOrGeneProduct	3091
GeneOrGeneProduct	112398
GeneOrGeneProduct	2309
GeneOrGeneProduct	8239
GeneOrGeneProduct	54583
GeneOrGeneProduct	112399
ChemicalEntity	C017228
DiseaseOrPhenotypicFeature	OMIM:194470
DiseaseOrPhenotypicFeature	C564286
ChemicalEntity	D014801
GeneOrGeneProduct	387214
GeneOrGeneProduct	18208
GeneOrGeneProduct	13176
DiseaseOrPhenotypicFeature	OMIM:300082
ChemicalEntity	C000625192
ChemicalEntity	D016190
ChemicalEntity	D000068437
DiseaseOrPhenotypicFeature	D009845
ChemicalEntity	C000615502
CellLine	CVCL_B0BH
GeneOrGeneProduct	5702
GeneOrGeneProduct	27161
GeneOrGeneProduct	9097
ChemicalEntity	D003513
GeneOrGeneProduct	140806
GeneOrGeneProduct	17319
OrganismTaxon	27835
GeneOrGeneProduct	57263
ChemicalEntity	D002738
DiseaseOrPhenotypicFeature	D000795
GeneOrGeneProduct	2717
ChemicalEntity	D009499
ChemicalEntity	C493330
GeneOrGeneProduct	66797
DiseaseOrPhenotypicFeature	D000067404
GeneOrGeneProduct	26047
DiseaseOrPhenotypicFeature	D001480
DiseaseOrPhenotypicFeature	D009223
OrganismTaxon	3867
DiseaseOrPhenotypicFeature	D007888
ChemicalEntity	D001965
OrganismTaxon	287
ChemicalEntity	D009268
OrganismTaxon	585
ChemicalEntity	C093924
ChemicalEntity	D013759
OrganismTaxon	3708
ChemicalEntity	C023623
ChemicalEntity	C003121
GeneOrGeneProduct	106358221
GeneOrGeneProduct	5478
OrganismTaxon	143451
OrganismTaxon	83180
ChemicalEntity	D012717
ChemicalEntity	C042686
ChemicalEntity	C062672
ChemicalEntity	C009884
GeneOrGeneProduct	23135
DiseaseOrPhenotypicFeature	C567791
GeneOrGeneProduct	2348
DiseaseOrPhenotypicFeature	D003231
ChemicalEntity	C582203
DiseaseOrPhenotypicFeature	D003876
GeneOrGeneProduct	6369
DiseaseOrPhenotypicFeature	D003233
GeneOrGeneProduct	21924
SequenceVariant	rs200720341
SequenceVariant	p|SUB|I|61|Q
DiseaseOrPhenotypicFeature	D002312
DiseaseOrPhenotypicFeature	D058065
GeneOrGeneProduct	287063
OrganismTaxon	272636
DiseaseOrPhenotypicFeature	D018487
GeneOrGeneProduct	25716
GeneOrGeneProduct	752
GeneOrGeneProduct	54682
GeneOrGeneProduct	6039
GeneOrGeneProduct	10312
GeneOrGeneProduct	366
GeneOrGeneProduct	728
GeneOrGeneProduct	20527
GeneOrGeneProduct	17210
CellLine	CVCL_U043
DiseaseOrPhenotypicFeature	D015275
ChemicalEntity	D000069465
GeneOrGeneProduct	15511
GeneOrGeneProduct	12028
GeneOrGeneProduct	12043
GeneOrGeneProduct	20296
DiseaseOrPhenotypicFeature	D013494
DiseaseOrPhenotypicFeature	D020961
DiseaseOrPhenotypicFeature	D024801
ChemicalEntity	C007293
GeneOrGeneProduct	25104
DiseaseOrPhenotypicFeature	D003428
DiseaseOrPhenotypicFeature	D004681
ChemicalEntity	D000077212
ChemicalEntity	D020927
DiseaseOrPhenotypicFeature	D009373
GeneOrGeneProduct	3565
OrganismTaxon	102234
OrganismTaxon	1129
ChemicalEntity	D003486
ChemicalEntity	D001216
GeneOrGeneProduct	8836
DiseaseOrPhenotypicFeature	D000172
GeneOrGeneProduct	3479
DiseaseOrPhenotypicFeature	D006432
DiseaseOrPhenotypicFeature	D015207
GeneOrGeneProduct	11009
GeneOrGeneProduct	27178
DiseaseOrPhenotypicFeature	D006967
DiseaseOrPhenotypicFeature	D007249
ChemicalEntity	D034741
GeneOrGeneProduct	93672
OrganismTaxon	6952
GeneOrGeneProduct	5594
GeneOrGeneProduct	5595
ChemicalEntity	D000911
GeneOrGeneProduct	16171
DiseaseOrPhenotypicFeature	D012130
DiseaseOrPhenotypicFeature	D008679
DiseaseOrPhenotypicFeature	D007249
DiseaseOrPhenotypicFeature	D012130
ChemicalEntity	D013438
GeneOrGeneProduct	68142
CellLine	CVCL_UI95
OrganismTaxon	1196134
GeneOrGeneProduct	854249
ChemicalEntity	D012116
ChemicalEntity	D015034
OrganismTaxon	1351
GeneOrGeneProduct	6517
GeneOrGeneProduct	11311
GeneOrGeneProduct	51552
GeneOrGeneProduct	286753
GeneOrGeneProduct	10228
GeneOrGeneProduct	8675
GeneOrGeneProduct	9882
GeneOrGeneProduct	10890
GeneOrGeneProduct	7037
GeneOrGeneProduct	63971
ChemicalEntity	D002956
SequenceVariant	c|SUB|T|773+6|G
SequenceVariant	c|DEL|848|A
SequenceVariant	c|INDEL|952_953|TT
SequenceVariant	rs766880501
ChemicalEntity	C004316
ChemicalEntity	D009599
DiseaseOrPhenotypicFeature	D001342
DiseaseOrPhenotypicFeature	D005891
DiseaseOrPhenotypicFeature	D005882
OrganismTaxon	119949
OrganismTaxon	39467
OrganismTaxon	22663
OrganismTaxon	613112
ChemicalEntity	D002710
GeneOrGeneProduct	13074
GeneOrGeneProduct	16867
GeneOrGeneProduct	9655
GeneOrGeneProduct	268
DiseaseOrPhenotypicFeature	D000782
DiseaseOrPhenotypicFeature	C537182
ChemicalEntity	D001729
DiseaseOrPhenotypicFeature	D000068079
DiseaseOrPhenotypicFeature	D003072
DiseaseOrPhenotypicFeature	D009394
GeneOrGeneProduct	1285
GeneOrGeneProduct	1287
DiseaseOrPhenotypicFeature	D019867
SequenceVariant	rs104886142
SequenceVariant	p|SUB|G|856|E
OrganismTaxon	1736
ChemicalEntity	D000085
ChemicalEntity	D013096
ChemicalEntity	C000604007
GeneOrGeneProduct	19091
CellLine	CVCL_0159
OrganismTaxon	11191
ChemicalEntity	D003606
CellLine	CVCL_0157
CellLine	CVCL_0125
GeneOrGeneProduct	5460
SequenceVariant	rs225014
DiseaseOrPhenotypicFeature	D012678
DiseaseOrPhenotypicFeature	D013577
ChemicalEntity	D004008
ChemicalEntity	D019793
GeneOrGeneProduct	4023
ChemicalEntity	D000080545
ChemicalEntity	D052203
ChemicalEntity	D011143
DiseaseOrPhenotypicFeature	C000718787
ChemicalEntity	D007208
DiseaseOrPhenotypicFeature	D000073296
DiseaseOrPhenotypicFeature	D011655
GeneOrGeneProduct	192653
DiseaseOrPhenotypicFeature	D015499
DiseaseOrPhenotypicFeature	D014517
GeneOrGeneProduct	12608
GeneOrGeneProduct	17127
CellLine	CVCL_2328
ChemicalEntity	D002185
GeneOrGeneProduct	2006
GeneOrGeneProduct	5111
CellLine	CVCL_2370
OrganismTaxon	84753
ChemicalEntity	D012685
ChemicalEntity	C009873
ChemicalEntity	C007940
ChemicalEntity	C031234
ChemicalEntity	C414090
ChemicalEntity	D014215
OrganismTaxon	615
ChemicalEntity	C029658
ChemicalEntity	D005232
GeneOrGeneProduct	103222670
OrganismTaxon	32605
ChemicalEntity	C545214
ChemicalEntity	C108830
GeneOrGeneProduct	103241836
GeneOrGeneProduct	5058
ChemicalEntity	D004229
GeneOrGeneProduct	6790
GeneOrGeneProduct	10460
GeneOrGeneProduct	5676
GeneOrGeneProduct	10642
GeneOrGeneProduct	222545
GeneOrGeneProduct	54544
GeneOrGeneProduct	6406
ChemicalEntity	C007628
ChemicalEntity	D020122
DiseaseOrPhenotypicFeature	D005597
ChemicalEntity	C030123
CellLine	CVCL_U508
ChemicalEntity	D000645
ChemicalEntity	C031618
DiseaseOrPhenotypicFeature	D010612
DiseaseOrPhenotypicFeature	D002637
ChemicalEntity	D003078
DiseaseOrPhenotypicFeature	D000092422
OrganismTaxon	4073
GeneOrGeneProduct	7442
GeneOrGeneProduct	193034
DiseaseOrPhenotypicFeature	D015812
DiseaseOrPhenotypicFeature	D034721
ChemicalEntity	D000077236
DiseaseOrPhenotypicFeature	D004684
DiseaseOrPhenotypicFeature	D009759
DiseaseOrPhenotypicFeature	D001049
DiseaseOrPhenotypicFeature	D001926
GeneOrGeneProduct	2305
ChemicalEntity	D007737
ChemicalEntity	D015095
ChemicalEntity	D017378
GeneOrGeneProduct	59027
ChemicalEntity	C480543
ChemicalEntity	C000595890
ChemicalEntity	D009537
DiseaseOrPhenotypicFeature	D001168
DiseaseOrPhenotypicFeature	D013966
GeneOrGeneProduct	338328
GeneOrGeneProduct	64788
GeneOrGeneProduct	6400
DiseaseOrPhenotypicFeature	D005134
DiseaseOrPhenotypicFeature	D015817
DiseaseOrPhenotypicFeature	D057774
ChemicalEntity	D005045
ChemicalEntity	D017409
ChemicalEntity	D000077123
GeneOrGeneProduct	14455
ChemicalEntity	C099046
OrganismTaxon	590
ChemicalEntity	C014638
GeneOrGeneProduct	1728
DiseaseOrPhenotypicFeature	D019457
DiseaseOrPhenotypicFeature	D018827
DiseaseOrPhenotypicFeature	D001733
CellLine	CVCL_A2PS
GeneOrGeneProduct	100885899
GeneOrGeneProduct	100886078
GeneOrGeneProduct	100885928
GeneOrGeneProduct	100885883
GeneOrGeneProduct	100886183
GeneOrGeneProduct	100885960
GeneOrGeneProduct	100885879
GeneOrGeneProduct	100885972
GeneOrGeneProduct	100885888
DiseaseOrPhenotypicFeature	D020018
DiseaseOrPhenotypicFeature	D014591
DiseaseOrPhenotypicFeature	D006175
DiseaseOrPhenotypicFeature	D030361
SequenceVariant	c|SUB|G|350|T
SequenceVariant	c|SUB|A|379|G
SequenceVariant	p|SUB|K|93|R
SequenceVariant	c|SUB|C|751|T
SequenceVariant	c|SUB|A|801|G
DiseaseOrPhenotypicFeature	D002575
CellLine	CVCL_8140
CellLine	CVCL_IQ82
GeneOrGeneProduct	9474
CellLine	CVCL_UI84
CellLine	CVCL_0131
GeneOrGeneProduct	10533
GeneOrGeneProduct	8878
GeneOrGeneProduct	55014
ChemicalEntity	C000718068
ChemicalEntity	D000096
ChemicalEntity	C008756
DiseaseOrPhenotypicFeature	C537571
GeneOrGeneProduct	407043
GeneOrGeneProduct	407044
GeneOrGeneProduct	407045
GeneOrGeneProduct	8660
CellLine	CVCL_B260
DiseaseOrPhenotypicFeature	D006975
GeneOrGeneProduct	4193
GeneOrGeneProduct	407040
GeneOrGeneProduct	10549
GeneOrGeneProduct	9669
GeneOrGeneProduct	3308
GeneOrGeneProduct	26354
GeneOrGeneProduct	5917
GeneOrGeneProduct	27340
GeneOrGeneProduct	3181
GeneOrGeneProduct	7184
GeneOrGeneProduct	10988
GeneOrGeneProduct	4677
GeneOrGeneProduct	34519
GeneOrGeneProduct	31554
GeneOrGeneProduct	40506
GeneOrGeneProduct	33881
OrganismTaxon	7227
GeneOrGeneProduct	32623
GeneOrGeneProduct	38898
GeneOrGeneProduct	40444
GeneOrGeneProduct	56731
GeneOrGeneProduct	8405
GeneOrGeneProduct	324
GeneOrGeneProduct	2078
GeneOrGeneProduct	5925
GeneOrGeneProduct	6905
GeneOrGeneProduct	11200
ChemicalEntity	C089740
ChemicalEntity	C540278
GeneOrGeneProduct	2321
DiseaseOrPhenotypicFeature	C535803
DiseaseOrPhenotypicFeature	D003645
DiseaseOrPhenotypicFeature	D005911
ChemicalEntity	D013109
ChemicalEntity	C020791
GeneOrGeneProduct	108072
DiseaseOrPhenotypicFeature	D011017
GeneOrGeneProduct	51633
GeneOrGeneProduct	389421
CellLine	CVCL_0452
ChemicalEntity	D008715
ChemicalEntity	D002331
DiseaseOrPhenotypicFeature	D063766
DiseaseOrPhenotypicFeature	C567703
GeneOrGeneProduct	2169
DiseaseOrPhenotypicFeature	D020345
DiseaseOrPhenotypicFeature	D001172
ChemicalEntity	D039823
ChemicalEntity	D012503
DiseaseOrPhenotypicFeature	D001424
DiseaseOrPhenotypicFeature	D011041
OrganismTaxon	145458
DiseaseOrPhenotypicFeature	D009349
OrganismTaxon	165871
ChemicalEntity	D055549
OrganismTaxon	89674
ChemicalEntity	C029900
ChemicalEntity	D002255
ChemicalEntity	C032005
ChemicalEntity	C017364
ChemicalEntity	C033433
CellLine	CVCL_B0CE
DiseaseOrPhenotypicFeature	D008288
DiseaseOrPhenotypicFeature	C000631768
ChemicalEntity	D015767
ChemicalEntity	C080436
ChemicalEntity	C055852
ChemicalEntity	C109496
ChemicalEntity	C000606979
ChemicalEntity	C022186
OrganismTaxon	318068
GeneOrGeneProduct	23636
GeneOrGeneProduct	8408
ChemicalEntity	C531198
DiseaseOrPhenotypicFeature	C564468
GeneOrGeneProduct	3445
GeneOrGeneProduct	3438
GeneOrGeneProduct	3456
CellLine	CVCL_0599
CellLine	CVCL_1543
CellLine	CVCL_1544
GeneOrGeneProduct	1977
GeneOrGeneProduct	55544
SequenceVariant	rs765064896
SequenceVariant	p|SUB|Y|192|C
SequenceVariant	p|SUB|S|192|K/R/L
SequenceVariant	p|SUB|D|202|K
GeneOrGeneProduct	56190
SequenceVariant	rs774859528
GeneOrGeneProduct	22059
DiseaseOrPhenotypicFeature	D002908
DiseaseOrPhenotypicFeature	D007249
GeneOrGeneProduct	12359
GeneOrGeneProduct	54486
ChemicalEntity	C056516
DiseaseOrPhenotypicFeature	D009503
DiseaseOrPhenotypicFeature	D008133
ChemicalEntity	D002047
DiseaseOrPhenotypicFeature	D059787
ChemicalEntity	D010098
ChemicalEntity	D004091
ChemicalEntity	D000077208
SequenceVariant	p|SUB|S|477|N
ChemicalEntity	C416723
OrganismTaxon	3555
OrganismTaxon	161934
GeneOrGeneProduct	67979
GeneOrGeneProduct	853772
GeneOrGeneProduct	851859
GeneOrGeneProduct	850620
GeneOrGeneProduct	854474
ChemicalEntity	D013890
GeneOrGeneProduct	11164
GeneOrGeneProduct	84876
ChemicalEntity	D019284
ChemicalEntity	D006862
DiseaseOrPhenotypicFeature	D061205
ChemicalEntity	C531549
ChemicalEntity	C586365
ChemicalEntity	C112746
ChemicalEntity	C495575
ChemicalEntity	C043592
ChemicalEntity	C112297
ChemicalEntity	C101866
GeneOrGeneProduct	3786
GeneOrGeneProduct	2259
ChemicalEntity	D003915
DiseaseOrPhenotypicFeature	D013705
DiseaseOrPhenotypicFeature	D005157
GeneOrGeneProduct	4312
DiseaseOrPhenotypicFeature	D007592
DiseaseOrPhenotypicFeature	D007251
DiseaseOrPhenotypicFeature	D020763
DiseaseOrPhenotypicFeature	D009999
DiseaseOrPhenotypicFeature	D001753
DiseaseOrPhenotypicFeature	D002056
GeneOrGeneProduct	649
GeneOrGeneProduct	90
GeneOrGeneProduct	150094
DiseaseOrPhenotypicFeature	D009221
GeneOrGeneProduct	238
GeneOrGeneProduct	90
GeneOrGeneProduct	657
GeneOrGeneProduct	658
DiseaseOrPhenotypicFeature	OMIM:601308
GeneOrGeneProduct	64326
ChemicalEntity	C034193
ChemicalEntity	D003998
DiseaseOrPhenotypicFeature	D002318
DiseaseOrPhenotypicFeature	D008171
DiseaseOrPhenotypicFeature	D001848
DiseaseOrPhenotypicFeature	D003316
DiseaseOrPhenotypicFeature	D009123
SequenceVariant	c|SUB|G|11420|C
SequenceVariant	p|SUB|C|3807|S
SequenceVariant	c|SUB|T|12407|G
SequenceVariant	p|SUB|V|4136|G
GeneOrGeneProduct	4035
DiseaseOrPhenotypicFeature	C537617
DiseaseOrPhenotypicFeature	D054079
GeneOrGeneProduct	16196
GeneOrGeneProduct	16198
GeneOrGeneProduct	16168
GeneOrGeneProduct	12977
GeneOrGeneProduct	22339
GeneOrGeneProduct	20292
GeneOrGeneProduct	12514
GeneOrGeneProduct	121021
GeneOrGeneProduct	20665
GeneOrGeneProduct	10178
ChemicalEntity	D003976
DiseaseOrPhenotypicFeature	D003128
ChemicalEntity	C539565
ChemicalEntity	C044659
ChemicalEntity	C568283
